time;V(Net-_Q1-G_);
0.000410781;10.7069;
0.000410842;10.7068;
0.000410909;10.7068;
0.000410971;10.7068;
0.00041104;10.7068;
0.000411103;10.7068;
0.000411173;10.7068;
0.000411241;10.7068;
0.000411316;10.7068;
0.000411395;10.7068;
0.000411487;10.7067;
0.000411589;10.7067;
0.000411722;10.7067;
0.000411877;10.7067;
0.00041212;10.7067;
0.000412412;10.7067;
0.000412697;10.7067;
0.000412985;10.7067;
0.000413281;10.7067;
0.000413747;10.7067;
0.000414144;10.7067;
0.000414552;10.7067;
0.000415014;10.7067;
0.000415688;10.7067;
0.000416428;10.7067;
0.000417447;10.7067;
0.000417826;10.7067;
0.000418058;10.7067;
0.00041832;10.7067;
0.000418487;10.7067;
0.000418654;10.7067;
0.00041884;10.7067;
0.000419105;10.7067;
0.000419363;10.7067;
0.000419619;10.7067;
0.000419889;10.7067;
0.000420115;10.7067;
0.000420342;10.7067;
0.000420591;10.7067;
0.000420947;10.7067;
0.0004214;10.7067;
0.000421942;10.7067;
0.000422636;10.7067;
0.000423455;10.7067;
0.000424557;10.7067;
0.000425859;10.7067;
0.000427412;10.7067;
0.000429204;10.7067;
0.000431588;10.7067;
0.000434599;10.7067;
0.000439686;10.7067;
0.000447859;10.7067;
0.000457859;10.7067;
0.000467859;10.7067;
0.000477859;10.7067;
0.000487859;10.7067;
0.000497859;10.7067;
0.000507859;10.7067;
0.000517859;10.7067;
0.000527859;10.7067;
0.000537859;10.7067;
0.000547859;10.7067;
0.000557859;10.7067;
0.000562243;10.7067;
0.000565428;10.7067;
0.00056902;10.7067;
0.000573244;10.7067;
0.000578508;10.7067;
0.00058385;10.7067;
0.000590025;10.7067;
0.000594619;10.7067;
0.000597276;10.7067;
0.000598968;10.7067;
0.000601201;10.7067;
0.000603067;10.7067;
0.000604494;10.7067;
0.000605868;10.7067;
0.000606829;10.7067;
0.000607733;10.7067;
0.00060868;10.7067;
0.000609653;10.7067;
0.000610401;10.7067;
0.000610938;10.7067;
0.000611305;10.7067;
0.000611584;10.7067;
0.000611837;10.7067;
0.00061214;10.7067;
0.000612426;10.7067;
0.000612848;10.7067;
0.000613004;10.7067;
0.00061311;10.7067;
0.000613175;10.7067;
0.000613256;10.7067;
0.000613331;10.7067;
0.000613403;10.7067;
0.000613474;10.7067;
0.000613587;10.7067;
0.000613666;10.7067;
0.000613705;10.7067;
0.000613727;10.7067;
0.000613742;10.7067;
0.000613758;10.7067;
0.000613777;10.7067;
0.000613797;10.7066;
0.000613811;10.7065;
0.000613823;10.7064;
0.000613834;10.7063;
0.000613844;10.7061;
0.000613853;10.7059;
0.000613862;10.7055;
0.000613867;10.7053;
0.000613873;10.7049;
0.000613877;10.7046;
0.000613882;10.7042;
0.000613889;10.7036;
0.000613898;10.7028;
0.00061391;10.7017;
0.000613916;10.7013;
0.00061392;10.7012;
0.000613922;10.7012;
0.000613923;10.7012;
0.000613924;10.7012;
0.000613925;10.7012;
0.000613927;10.7012;
0.000613929;10.7012;
0.000613932;10.7013;
0.000613935;10.7014;
0.000613938;10.7017;
0.000613942;10.7021;
0.000613949;10.7033;
0.000613957;10.7053;
0.000613969;10.7094;
0.000613978;10.7141;
0.000613982;10.7163;
0.000613983;10.7173;
0.000613985;10.7181;
0.000613986;10.7187;
0.000613988;10.7191;
0.00061399;10.7192;
0.000613992;10.7189;
0.000613994;10.7178;
0.000613999;10.714;
0.000614003;10.7095;
0.000614009;10.7046;
0.000614017;10.6999;
0.000614024;10.686;
0.000614031;10.6478;
0.000614038;10.6026;
0.000614043;10.5586;
0.000614049;10.5068;
0.000614054;10.4557;
0.000614059;10.4019;
0.000614063;10.363;
0.000614067;10.325;
0.000614068;10.3034;
0.000614069;10.2841;
0.000614071;10.252;
0.000614072;10.2237;
0.000614073;10.194;
0.000614074;10.1475;
0.000614076;10.075;
0.000614079;9.98355;
0.000614082;9.87163;
0.000614085;9.74363;
0.00061409;9.55884;
0.000614096;9.33099;
0.000614106;8.92932;
0.000614118;8.48665;
0.000614131;7.97936;
0.000614144;7.46674;
0.000614157;6.96792;
0.00061418;6.10797;
0.000614204;5.23597;
0.000614229;4.34661;
0.000614243;3.85801;
0.000614251;3.58273;
0.000614256;3.40024;
0.000614261;3.25798;
0.000614264;3.15859;
0.000614266;3.07321;
0.000614268;3.01042;
0.00061427;2.95947;
0.000614271;2.91859;
0.000614272;2.88376;
0.000614273;2.84248;
0.000614274;2.79895;
0.000614276;2.75355;
0.000614277;2.70248;
0.000614279;2.63884;
0.00061428;2.57751;
0.000614282;2.51551;
0.000614283;2.48235;
0.000614284;2.44109;
0.000614286;2.3997;
0.000614288;2.34831;
0.000614289;2.29714;
0.000614292;2.24096;
0.000614295;2.17732;
0.0006143;2.08281;
0.000614305;2.00977;
0.000614311;1.93149;
0.000614318;1.8721;
0.000614328;1.80641;
0.000614339;1.76136;
0.000614352;1.72452;
0.000614369;1.70022;
0.000614386;1.6851;
0.000614409;1.67019;
0.000614431;1.65948;
0.000614459;1.64854;
0.000614495;1.63775;
0.00061455;1.62424;
0.000614624;1.60579;
0.000614651;1.59774;
0.000614662;1.59374;
0.000614664;1.59304;
0.000614666;1.59298;
0.000614667;1.59297;
0.000614668;1.59296;
0.000614669;1.59297;
0.00061467;1.59298;
0.000614671;1.59299;
0.000614672;1.59298;
0.000614673;1.59296;
0.000614674;1.59293;
0.000614675;1.59287;
0.000614676;1.5928;
0.000614677;1.59272;
0.000614678;1.59261;
0.000614679;1.59249;
0.00061468;1.59235;
0.000614681;1.59219;
0.000614682;1.59201;
0.000614683;1.59179;
0.000614684;1.59151;
0.000614686;1.59114;
0.000614687;1.59065;
0.00061469;1.58998;
0.000614692;1.58901;
0.000614696;1.5875;
0.0006147;1.58496;
0.000614707;1.58003;
0.00061472;1.56814;
0.000614746;1.53268;
0.000614798;1.41776;
0.000614846;1.26858;
0.00061489;1.09785;
0.000614942;0.866807;
0.000614995;0.608616;
0.000615038;0.382723;
0.000615064;0.2458;
0.000615081;0.1696;
0.000615096;0.124334;
0.000615111;0.0941698;
0.000615127;0.0726866;
0.000615144;0.057281;
0.000615162;0.0456006;
0.000615181;0.0363553;
0.000615204;0.0286314;
0.00061523;0.0221602;
0.00061526;0.0165511;
0.000615294;0.0116594;
0.000615335;0.00726433;
0.000615382;0.00342978;
0.000615435;0.000125879;
0.000615491;-0.00248391;
0.000615537;-0.00415247;
0.000615584;-0.00557289;
0.000615629;-0.0067185;
0.000615714;-0.00842059;
0.000615815;-0.0098199;
0.000615939;-0.010973;
0.000616077;-0.0117777;
0.000616194;-0.0122267;
0.000616328;-0.0125607;
0.000616529;-0.0128682;
0.000616768;-0.0130497;
0.000617066;-0.013159;
0.000617152;-0.0131708;
0.00061719;-0.0131803;
0.000617209;-0.0131812;
0.000617219;-0.0131816;
0.000617228;-0.0131869;
0.000617237;-0.0131813;
0.000617249;-0.0131913;
0.00061726;-0.0131832;
0.000617271;-0.0131948;
0.000617282;-0.0131851;
0.000617293;-0.0131976;
0.000617303;-0.0131871;
0.000617315;-0.0132002;
0.000617327;-0.0131894;
0.00061734;-0.0132028;
0.000617356;-0.0131921;
0.000617374;-0.0132059;
0.000617397;-0.0131957;
0.000617425;-0.0132101;
0.000617461;-0.0132007;
0.000617507;-0.0132159;
0.00061757;-0.0132075;
0.000617649;-0.0132234;
0.000617766;-0.0132159;
0.000617903;-0.0132318;
0.000618136;-0.0132242;
0.000618386;-0.0132388;
0.000618832;-0.013229;
0.00061935;-0.0132419;
0.000620176;-0.0132302;
0.000621232;-0.0132422;
0.000622901;-0.01323;
0.000624665;-0.0132423;
0.000626396;-0.0132306;
0.000628021;-0.0132429;
0.000629682;-0.0132312;
0.000631332;-0.0132437;
0.000633018;-0.0132323;
0.000634689;-0.0132451;
0.000636388;-0.0132342;
0.000638087;-0.0132475;
0.000639823;-0.0132372;
0.000641581;-0.0132511;
0.000643393;-0.0132413;
0.000645264;-0.0132557;
0.000647236;-0.0132461;
0.000649313;-0.0132604;
0.000651565;-0.0132507;
0.000654017;-0.0132648;
0.000656751;-0.0132547;
0.000659814;-0.0132684;
0.00066332;-0.0132579;
0.000667345;-0.0132712;
0.000672062;-0.0132604;
0.000677599;-0.0132733;
0.000684231;-0.0132622;
0.000692182;-0.0132749;
0.000701916;-0.0132635;
0.000711916;-0.0132759;
0.000721916;-0.0132643;
0.000731916;-0.0132765;
0.000741916;-0.0132647;
0.000751916;-0.0132768;
0.000761916;-0.0132649;
0.000771916;-0.013277;
0.000781916;-0.0132651;
0.000786709;-0.0132771;
0.000790508;-0.0132651;
0.000794205;-0.0132771;
0.000798191;-0.0132652;
0.000802185;-0.0132772;
0.000805157;-0.0132652;
0.000807021;-0.0132772;
0.00080836;-0.0132652;
0.00080949;-0.0132772;
0.000810541;-0.0132652;
0.000811633;-0.0132772;
0.000812781;-0.0132652;
0.000814101;-0.0132772;
0.000815707;-0.0132652;
0.000816273;-0.0132776;
0.000816586;-0.0132675;
0.000816732;-0.01328;
0.000816802;-0.0132614;
0.000816837;-0.0132467;
0.000816857;-0.0131842;
0.000816872;-0.0131622;
0.000816881;-0.0131373;
0.00081689;-0.0131401;
0.000816899;-0.0131241;
0.000816908;-0.0131326;
0.000816917;-0.0131223;
0.000816928;-0.0131357;
0.000816941;-0.0131395;
0.000816955;-0.0133366;
0.000816965;-0.0141488;
0.000816969;-0.0150251;
0.000816974;-0.0160849;
0.000816977;-0.017057;
0.000816981;-0.0181769;
0.000816989;-0.0205553;
0.000816996;-0.0232951;
0.000817009;-0.0279858;
0.000817019;-0.0315683;
0.000817026;-0.0335974;
0.000817033;-0.0344744;
0.000817036;-0.0345861;
0.000817041;-0.0344529;
0.000817046;-0.0339264;
0.000817051;-0.0327997;
0.000817055;-0.0310612;
0.000817058;-0.0297525;
0.00081706;-0.0283761;
0.000817062;-0.027167;
0.000817063;-0.0261196;
0.000817065;-0.0248427;
0.000817066;-0.0238447;
0.000817067;-0.0233438;
0.000817067;-0.0228907;
0.000817068;-0.0224381;
0.000817069;-0.0219896;
0.000817071;-0.0215018;
0.000817072;-0.0211299;
0.000817073;-0.0207089;
0.000817074;-0.0202877;
0.000817075;-0.0198914;
0.000817077;-0.0193632;
0.000817079;-0.0188249;
0.000817083;-0.0179317;
0.000817087;-0.0172356;
0.000817092;-0.0163273;
0.000817098;-0.015559;
0.000817105;-0.0148572;
0.000817113;-0.0142078;
0.000817124;-0.0135761;
0.00081714;-0.0129122;
0.000817163;-0.0119423;
0.000817173;-0.0102316;
0.000817178;-0.00852047;
0.000817182;-0.00707617;
0.000817184;-0.00489477;
0.000817186;-0.001398;
0.000817188;0.00376968;
0.00081719;0.0114874;
0.000817192;0.0239626;
0.000817194;0.0384418;
0.000817197;0.064494;
0.000817203;0.123879;
0.000817209;0.181614;
0.000817216;0.251879;
0.000817218;0.285598;
0.00081722;0.312339;
0.000817221;0.334762;
0.000817222;0.356449;
0.000817222;0.383646;
0.000817223;0.423666;
0.000817223;0.435797;
0.000817224;0.449696;
0.000817224;0.464643;
0.000817225;0.483265;
0.000817225;0.503227;
0.000817227;0.54303;
0.000817228;0.584893;
0.00081723;0.635534;
0.000817232;0.705364;
0.000817236;0.836238;
0.000817241;1.00821;
0.000817248;1.2453;
0.000817255;1.46946;
0.000817262;1.70287;
0.000817269;1.91533;
0.000817277;2.16987;
0.000817283;2.34007;
0.00081729;2.55281;
0.000817298;2.76917;
0.000817313;3.18648;
0.000817329;3.59416;
0.000817336;3.76879;
0.00081734;3.8558;
0.000817342;3.88986;
0.000817344;3.91305;
0.000817346;3.93187;
0.000817348;3.95018;
0.00081735;3.96931;
0.000817353;3.99155;
0.000817356;4.02409;
0.000817362;4.07593;
0.000817372;4.14674;
0.000817381;4.20161;
0.00081739;4.25019;
0.000817394;4.2669;
0.000817396;4.27686;
0.000817397;4.28005;
0.000817397;4.28135;
0.000817397;4.28205;
0.000817397;4.28256;
0.000817397;4.28308;
0.000817398;4.2836;
0.000817398;4.28411;
0.000817398;4.28459;
0.000817398;4.28504;
0.000817398;4.28543;
0.000817398;4.28574;
0.000817399;4.28612;
0.000817399;4.28682;
0.0008174;4.28849;
0.000817401;4.2922;
0.000817403;4.3013;
0.000817404;4.31026;
0.000817405;4.31905;
0.000817407;4.3259;
0.000817409;4.33319;
0.000817412;4.34697;
0.000817417;4.3669;
0.000817423;4.38602;
0.000817435;4.4193;
0.000817455;4.46631;
0.000817462;4.48091;
0.000817466;4.50158;
0.000817468;4.52169;
0.000817469;4.54282;
0.000817469;4.5553;
0.00081747;4.5718;
0.000817471;4.59335;
0.000817472;4.62296;
0.000817473;4.65523;
0.000817475;4.70663;
0.000817477;4.7524;
0.00081748;4.81669;
0.000817483;4.88486;
0.000817487;4.97334;
0.000817492;5.06949;
0.000817498;5.19002;
0.000817505;5.32076;
0.000817513;5.47942;
0.000817523;5.65218;
0.000817535;5.8536;
0.000817549;6.07151;
0.000817561;6.24595;
0.000817577;6.46738;
0.000817592;6.67174;
0.000817604;6.82963;
0.000817615;6.96328;
0.000817627;7.09753;
0.000817637;7.21725;
0.000817649;7.35272;
0.00081767;7.56835;
0.000817691;7.76855;
0.000817723;8.05505;
0.000817761;8.35607;
0.000817813;8.71681;
0.000817865;9.01698;
0.000817932;9.33979;
0.000818009;9.6306;
0.000818109;9.91486;
0.000818217;10.1345;
0.000818341;10.3098;
0.000818427;10.397;
0.000818522;10.4713;
0.000818655;10.5459;
0.000818798;10.6009;
0.000818952;10.6395;
0.000819098;10.6638;
0.000819251;10.6804;
0.000819392;10.6903;
0.000819523;10.6964;
0.000819663;10.7007;
0.000819764;10.7028;
0.000819879;10.7044;
0.000819974;10.7053;
0.000820067;10.7059;
0.000820175;10.7064;
0.000820289;10.7067;
0.000820408;10.7068;
0.000820526;10.7069;
0.000820641;10.7069;
0.000820754;10.7069;
0.000820858;10.7069;
0.000820946;10.7069;
0.000821039;10.7068;
0.000821113;10.7068;
0.00082119;10.7068;
0.000821254;10.7068;
0.000821319;10.7068;
0.000821381;10.7068;
0.000821438;10.7068;
0.000821501;10.7068;
0.000821561;10.7068;
0.000821631;10.7068;
0.000821702;10.7067;
0.000821789;10.7067;
0.000821881;10.7067;
0.000822;10.7067;
0.000822136;10.7067;
0.000822338;10.7067;
0.000822586;10.7067;
0.000822858;10.7067;
0.000823133;10.7067;
0.000823439;10.7067;
0.000823863;10.7067;
0.000824229;10.7067;
0.000824619;10.7067;
0.000825074;10.7067;
0.00082568;10.7067;
0.000826477;10.7067;
0.000827507;10.7067;
0.000827913;10.7067;
0.00082816;10.7067;
0.000828508;10.7067;
0.000828668;10.7067;
0.000828822;10.7067;
0.000828997;10.7067;
0.000829248;10.7067;
0.000829518;10.7067;
0.000829794;10.7067;
0.000830061;10.7067;
0.000830315;10.7067;
0.000830546;10.7067;
0.000830805;10.7067;
0.000831168;10.7067;
0.000831634;10.7067;
0.00083219;10.7067;
0.000832901;10.7067;
0.000833743;10.7067;
0.000834876;10.7067;
0.0008362;10.7067;
0.000837781;10.7067;
0.000839626;10.7067;
0.000842068;10.7067;
0.000845082;10.7067;
0.000849637;10.7067;
0.000855823;10.7067;
0.000865823;10.7067;
0.000875823;10.7067;
0.000885823;10.7067;
0.000895823;10.7067;
0.000905823;10.7067;
0.000915823;10.7067;
0.000925823;10.7067;
0.000935823;10.7067;
0.000945823;10.7067;
0.000955823;10.7067;
0.000965823;10.7067;
0.000970534;10.7067;
0.000973708;10.7067;
0.000977005;10.7067;
0.000981474;10.7067;
0.000985821;10.7067;
0.000990719;10.7067;
0.000995683;10.7067;
0.001;10.7067;
